,price,sqft_living,grade,lat,long,price_sqft,price_sqft_transformed,min_dist_park,closest_distance_to_top_school,closest_distance_to_scientology
5553,280500.0,0.9223302184168565,8,47.3078,-122.337,105.45112781954887,-2.306408604734591,-0.4195076313352235,1.8526545647147024,1.20158234043048
5554,539950.0,-0.24972140621486752,9,47.5545,-122.00299999999999,323.32335329341316,0.8259135564228776,-1.8923718099623537,-0.7676871789863509,0.6478504807484058
5555,406430.0,-0.7023154143045922,7,47.5951,-122.036,294.5144927536232,0.5829713517738342,0.5551134568979713,-0.44941592831115773,0.43048455690436155
5557,250000.0,-0.08667363855178388,8,47.4102,-122.195,139.66480446927375,-1.3954896320715526,-0.5605983028736227,1.082140635204042,0.6262414779438027
5558,266000.0,0.10431809702516492,7,47.3491,-122.177,137.11340206185568,-1.4507980071377744,-1.1508905351151464,1.072331997885724,0.9873224812137852
5559,258000.0,-0.6879385303621102,7,47.434,-122.154,185.6115107913669,-0.5858752423935073,0.6610710917753473,0.8469249903664761,0.5651290207633772
5560,472000.0,0.4211114873556373,8,47.7584,-122.271,214.54545454545453,-0.2480023024758405,1.424972897379967,0.21687392729567906,-0.8882729186268836
5561,530000.0,-0.9055668431769921,8,47.6694,-122.279,419.30379746835445,1.5234759930048056,0.9069556386170908,-0.2779140186775451,-0.9707198801234689
5562,302282.0,-1.239351875604854,7,47.6058,-122.31299999999999,276.0566210045662,0.39525515567683644,-0.07750584489967674,-0.4916669749067526,-2.5518062643806694
5563,370000.0,-1.8517337570813284,6,47.5282,-122.384,435.29411764705884,1.614061804395932,0.2644334643997801,0.0019350128580518373,-0.4098137010799744
5564,625000.0,-0.12958231367213702,7,47.6714,-122.28,355.1136363636364,1.0714997480096633,-0.7088111007026519,-0.36005358500223206,-0.9339099412610544
5565,142500.0,-2.483412964546469,5,47.3109,-122.225,206.52173913043478,-0.337968693473233,0.9833102185597983,1.4233442631684707,1.2612030796175353
5566,334000.0,-0.670557440622858,7,47.7569,-122.334,238.57142857142858,0.007932581976830572,1.4517188670474674,-0.9966801977788751,-0.9974780407966325
5567,362000.0,-0.05774223145986299,7,47.5622,-122.291,200.0,-0.4129002748790691,-0.15562272247220915,-1.6443138107479913,-1.0953695601470932
5568,181000.0,-0.8214123849032883,7,47.5798,-122.306,138.1679389312977,-1.429356494404623,0.6219997780002091,0.08136027634554228,-1.5399994906495884
5569,241500.0,-0.670557440622858,7,47.2738,-122.301,172.5,-0.7750898706788688,-1.4639497440543627,2.662824943856055,1.7051306415533856
5570,245000.0,0.5864732127554014,7,47.3594,-122.175,104.25531914893617,-2.348541984552761,0.18378981041303966,1.004388806786761,0.9205273876626854
5571,227500.0,-1.1328976017458126,7,47.3626,-122.111,197.82608695652175,-0.4382024869912209,-1.7654865852725465,0.5969240594833112,1.0498148207207711
5572,158550.0,-0.19442151365869756,7,47.3839,-122.288,92.71929824561404,-2.88345266763256,-0.16585114811744955,1.4460628657606613,0.6909499907597096
5573,450000.0,-0.2652838681602035,7,47.7262,-122.22200000000001,271.0843373493976,0.34452134744329804,2.1686192031679394,-0.1670230722595508,-0.24756691551708387
5574,485000.0,0.11567779147481824,7,47.7282,-122.186,248.71794871794873,0.11959272983218351,0.2659934008994564,-0.9089140981284801,-0.11333359145686066
5575,353000.0,-0.10179559909470504,7,47.7419,-122.073,198.31460674157304,-0.43168018053858603,-0.8482437935157957,0.6376954589152807,0.30713185346477273
5576,500000.0,0.700710850021912,8,47.7721,-122.235,204.08163265306123,-0.3665720313846838,0.6725997588342064,0.7402724066693037,-0.7897515860784217
5577,360000.0,0.24972140621486769,7,47.3291,-122.304,174.75728155339806,-0.7366199396377722,1.0194107256934373,1.8455293309494065,1.0022953616917365
5578,357500.0,-0.4403831045648589,7,47.4755,-122.15700000000001,232.14285714285714,-0.058950789089166275,-0.6557171670489632,0.5453077701041609,0.31412899084796286
5579,272000.0,-0.28221614706250814,7,47.6553,-121.912,164.84848484848484,-0.8958113222949354,0.23872732821716056,1.16053147682132,0.9750523082372888
5580,422000.0,-1.1117020775386441,7,47.7304,-122.30799999999999,363.7931034482759,1.1384094520420072,0.5135270895112032,0.006745859868796065,-0.5055031645814888
5581,365000.0,-0.6014391227954631,7,47.7648,-122.15899999999999,253.47222222222223,0.16606477501775477,1.0871871402201305,0.6888677116839184,-0.1855773003127745
5582,450000.0,0.3615106865148254,8,47.7591,-122.295,209.30232558139534,-0.30388145738119693,-0.8861017433978098,-1.1925142237451096,-1.0429486761060618
5583,275053.0,-1.3100166880582473,6,47.7412,-122.32700000000001,259.48396226415093,0.2268995758423464,0.49919498408262375,-0.08638169593540851,-0.6667546137470621
5585,725000.0,-0.3097425315385302,7,47.6023,-122.205,444.7852760736196,1.6655191986627784,-0.6326598992289683,-1.0041692355129748,-0.5731897514028511
5586,235000.0,-0.016310116285324295,7,47.3764,-122.179,127.71739130434783,-1.6870525509035812,0.29842549127596385,0.9591795228566107,0.8391392357638302
5587,510000.0,-1.934488838631409,5,47.7076,-122.28399999999999,621.9512195121952,2.51193591036735,0.6831715229267655,-1.1551381651676684,-0.3803916355218314
5588,489950.0,-1.934488838631409,5,47.7076,-122.28399999999999,597.5,2.3947799199697597,1.4067466571209077,-1.1551381651676684,-0.3803916355218314
5589,463000.0,0.19058741753346198,8,47.732,-122.197,230.34825870646767,-0.07955423979137287,-1.9715468987079743,0.15508573589191918,-0.19216925522399161
5590,536000.0,0.16636734861531158,8,47.5712,-121.995,269.3467336683417,0.32415964304096223,1.8593145219712437,-1.1602881232199405,0.6590900436911855
5591,375000.0,1.2393518756048543,8,47.2612,-122.294,125.41806020066889,-1.7416185325017621,-0.5875470649196166,2.8089403786823652,1.8153544552920444
5592,630000.0,0.7953216439546776,9,47.7034,-122.236,248.03149606299212,0.10975978024247035,0.344768671053252,0.36501362781789176,-0.2789051069028524
5593,362000.0,-0.2966067370967752,7,47.4476,-122.33200000000001,220.73170731707316,-0.18206947377083466,-1.346201488476126,1.11450684820525,0.21908748971996345
5594,350000.0,0.7496700441538358,9,47.3381,-122.33200000000001,140.0,-1.3881753317734902,0.12196946845899384,1.4666109050088363,0.9271908096854499
5596,255000.0,-0.503497390391875,6,47.4809,-122.335,170.0,-0.81381461492678,0.1676419764632812,0.7608780899344242,-0.01782683611522682
5597,269000.0,-0.35910101874747186,7,47.3262,-122.211,168.75784190715183,-0.8336502573017492,0.003114438215033362,1.3102909675147991,1.1090937168923862
5598,370000.0,0.33883406866792753,7,47.4871,-122.20299999999999,173.70892018779344,-0.7545578049039317,0.2658338411406292,0.7638100855905197,0.12901219551977253
5599,270000.0,-1.1743865247136833,7,47.4852,-122.125,238.93805309734512,0.010997775050784052,-0.0029903889767873516,-0.4805540481800305,0.3641508713933407
5600,265000.0,-0.22134370153416588,7,47.2132,-122.001,156.80473372781066,-1.0337755689215096,1.7059853646742815,1.8244907957997227,2.3607724516408424
5601,487000.0,-0.6014391227954631,7,47.6901,-122.382,338.19444444444446,0.9430390328193315,,-0.6723358466142052,-0.8306919169300723
5602,835000.0,1.5215250573925467,10,47.6346,-122.06299999999999,255.35168195718654,0.18458011301567545,-0.8171793855955598,-0.31769451541872323,0.30454977204447803
5603,850000.0,2.4918247761578423,9,47.5435,-121.96600000000001,195.4022988505747,-0.46609140910895397,-0.1522200726436712,0.5198912087909832,0.8167875150914381
5604,575000.0,-0.33750567379756014,7,47.7024,-122.198,357.14285714285717,1.0887225007402812,0.16007189001681185,-0.5439309533782485,-0.1287534582150159
5605,335000.0,-1.5843543102241497,7,47.7193,-122.184,352.63157894736844,1.052694871597598,0.9869140116322709,0.09632034246344072,-0.035474801354649046
5606,318000.0,-1.4319708910352655,6,47.7601,-122.307,314.8514851485148,0.7533297380118793,-0.5574352136467775,0.1268631050815607,-1.0968590600338892
5607,510000.0,-0.634851110209644,7,47.5356,-122.046,359.15492957746477,1.102440367015165,-0.449813798683585,-0.7181539990899802,0.48617463680194634
5608,242500.0,-1.0379371869749336,7,47.4225,-122.15299999999999,202.08333333333334,-0.38818646191509687,-1.1145145781671733,0.8713793929236069,0.6396171806093262
5609,750000.0,0.20209834734161103,7,47.5763,-122.219,371.28712871287127,1.186391684708413,-1.6864978775119903,-0.4555674834519349,-0.5846685246723452
5610,439900.0,1.634746967913315,7,47.4792,-122.181,129.76401179941004,-1.6355444230814142,-0.873507667879481,0.6872800749586708,0.2224725653914939
5611,710000.0,-0.20722283341214087,8,47.6442,-122.369,417.6470588235294,1.514263214195294,-1.1998622295378218,-0.9495525831531174,-1.9761976941505432
5613,435000.0,0.21363611883116285,8,47.7726,-122.197,214.28571428571428,-0.24972140621486752,0.025035507718306524,0.8104218693122961,-0.4523410819509058
5614,874000.0,1.1234150491649846,7,47.6723,-122.26299999999999,305.5944055944056,0.6799278369324081,0.861849775652989,-1.342360804681002,-0.772068212516593
5615,385000.0,-0.22134370153416588,7,47.571999999999996,-122.289,227.81065088757396,-0.10508051117705412,-0.5311354985622018,-1.727590041518798,-1.3058244413498634
5616,110000.0,-2.1440106677777533,5,47.4836,-122.214,144.73684210526315,-1.277084861742559,-1.230986037607349,0.6927148969290061,0.1220299682223075
5617,477000.0,-0.10179559909470504,7,47.7357,-122.197,267.97752808988764,0.30903539798609836,1.6126132080257993,0.21143562835708793,-0.21727064917851
5618,500000.0,-0.4266014112294765,8,47.5222,-122.37899999999999,322.5806451612903,0.8196556973718009,0.9050638991870978,-0.43261389578871334,-0.3544657227851778
5619,885000.0,2.2775459318549176,10,47.581,-121.971,216.38141809290954,-0.22942518124225403,-1.1405387623948382,-0.06460023332979122,0.7585170613629394
5620,235000.0,-1.7619480328408437,7,47.5071,-122.265,267.04545454545456,0.299571018275261,0.5969347542319471,-0.9026447585571472,-0.20440627629227218
5621,210000.0,-0.8039576712814882,7,47.365,-122.184,159.0909090909091,-0.9969439250504453,-0.029558571028665784,1.0362024694986907,0.881111602758889
5622,320000.0,-1.5843543102241497,6,47.5728,-122.31200000000001,336.8421052631579,0.932740715670559,-1.5464318383459195,-0.12090107444199268,-1.4309897313738067
5623,406000.0,-0.6879385303621102,7,47.4892,-122.181,292.0863309352518,0.5605567187326227,-0.4772689609026015,0.6169113662886094,0.1741190792343679
5624,350000.0,0.05774223145986299,8,47.4781,-122.35700000000001,184.21052631578948,-0.6025373107397565,-0.026484347844746303,0.7928789338953558,0.02021254533519812
5625,350000.0,-0.6825442144142335,7,47.4491,-122.45299999999999,251.4367816091954,0.14533328847928717,0.18182859477576327,0.42093683841813895,0.33418624091363475
5626,720000.0,1.5887709585727845,10,47.535,-121.867,215.5688622754491,-0.2390658043685315,-2.2062557162958836,0.039211226363195364,1.4132514134305563
5627,604700.0,1.0124743363652702,9,47.3566,-122.32,219.8909090909091,-0.19283754479687842,-1.7195705264644834,1.408054003279902,0.8373385418714954
5628,343000.0,-0.670557440622858,5,47.5271,-122.036,245.0,0.0738770197774316,-0.7234333076293102,-0.7587866552529065,0.5630456410044389
5629,558000.0,0.4417658421101638,8,47.6212,-122.04299999999999,251.35135135135135,0.14458562880567355,-1.2907210026247509,-0.0833226265936505,0.3897790430935738
5630,364000.0,-1.0166723797729535,7,47.5216,-122.374,300.8264462809917,0.637952589554266,1.5184970372350035,-1.3156989533593648,-0.36192711420295787
5631,420000.0,0.6287243565705408,7,47.7759,-122.272,175.73221757322176,-0.720474752818257,1.434152559704776,0.43883250596488,-1.2841442373002065
5632,450000.0,0.021329285143835856,7,47.5951,-122.14399999999999,240.64171122994654,0.02811583146231652,0.349984957200381,-0.5668860574089734,-0.10929574079883653
5633,392000.0,-1.6067550689692431,7,47.5375,-122.374,417.02127659574467,1.5090089721435718,2.868440888119483,-1.1306186988650908,-0.5728349314286728
5634,100000.0,-1.1946284406765848,5,47.4904,-122.20299999999999,89.28571428571429,-3.1663155181566385,-0.10179573927428386,0.7530238220232752,0.11154810411077919
5635,480000.0,-0.9358520864464077,8,47.6619,-122.352,384.0,1.2774777521202938,-0.07447332464451195,-0.15310292861289176,-1.5072249375587798
5636,212000.0,-1.3100166880582473,7,47.3217,-122.318,200.0,-0.4129002748790691,0.07981690722087273,1.8134315155820893,1.059862860170487
5637,560000.0,0.6533766109715351,7,47.7372,-122.2,232.36514522821577,-0.05637127953819703,0.14303762997163671,0.310222410043571,-0.23979778251278897
5638,359950.0,1.1131189516588123,8,47.3259,-122.167,126.56469760900141,-1.7134527445530827,0.4777696152410494,1.1844174282224287,1.2187956264077346
5639,535000.0,0.4211114873556373,7,47.7409,-122.052,243.1818181818182,0.05345698671015205,0.19146662434833894,0.49028141231663036,0.39961684478297127
5640,980000.0,1.7055704338395001,10,47.5201,-122.204,283.2369942196532,0.46709357979387,-0.5085537056306078,0.44302834554505816,-0.09995173069957525
5641,720000.0,-0.38032564176363115,8,47.6541,-122.329,455.69620253164555,1.7307601340341687,,-0.13201773382799914,-1.5360870139076552
5642,619950.0,-0.47240654071462673,7,47.6796,-122.279,407.8618421052632,1.4519664825078893,1.438299994257735,-2.5137210620722703,-0.7627381309798721
5643,489000.0,0.4878930103874749,9,47.448,-122.088,216.3716814159292,-0.229521485045446,1.3100921421685299,0.3652642956749867,0.689405578167166
5644,415000.0,-0.07282931620005585,7,47.6833,-122.31200000000001,230.55555555555554,-0.07789556244637127,1.2407205486177393,-1.1684120175550723,-0.8338389244006877
5645,672500.0,0.9108728690353499,10,47.6304,-122.051,253.77358490566039,0.16857023699844068,-0.5429918018178896,-2.5130189545058914,0.35427798712940106
5646,352500.0,-1.4678604169994043,7,47.6834,-122.09700000000001,352.5,1.0519356691216097,0.6752247605351644,0.11428814004369224,0.2376614404417078
5647,258750.0,0.5307448590321737,6,47.3282,-122.33200000000001,112.5,-2.085792543983948,-0.6397172164789846,1.5806694675823392,1.0066312949643794
5648,350000.0,-1.2668604147849325,6,47.7637,-122.351,324.0740740740741,0.8311873210644726,0.7839548826467542,-0.10282780008511457,-1.0697098006728656
5649,152000.0,-1.7034253957135375,7,47.363,-122.30799999999999,168.51441241685143,-0.8381840672852737,-1.5274162475938435,1.439351175752943,0.8101593526675653
5650,378500.0,-2.256744827428804,7,47.6997,-122.305,518.4931506849315,2.02540782888597,0.44162648061565113,-1.2426468576656622,-0.5350395820408015
5651,1020000.0,0.858909603950358,8,47.6634,-122.17200000000001,392.3076923076923,1.3406039771059721,-0.022683794089948306,-1.1427575767957934,-0.2095669884965713
5652,419000.0,-0.39520352327432046,7,47.6022,-122.134,266.8789808917197,0.2982605191693692,0.2788381115335712,-1.1920901138177622,-0.05014975971103758
5653,895000.0,1.135284209184952,9,47.5528,-122.229,311.1961057023644,0.7224843955888197,-1.4375191019838616,-0.4010548514660098,-0.4590493075747241
5654,668500.0,0.5192253494916858,8,47.5617,-122.13,291.92139737991266,0.5588250354237297,-0.23760349133925296,-0.34492768675188035,0.06444645171761731
5655,487000.0,-0.5525368703489748,8,47.6874,-122.165,331.2925170068027,0.8884942327277531,-1.3884486132984062,-0.9496426675880728,-0.048852890496225085
5656,538000.0,0.879040384840073,8,47.4979,-122.37100000000001,205.34351145038167,-0.35224301509512984,1.522559601583996,0.4851664056545342,-0.15549950164563212
5657,898000.0,0.9416998217386928,8,47.6348,-122.196,335.07462686567163,0.9205421344530044,0.7774028169522237,0.07911141008927658,-0.4639439714101211
5658,315000.0,0.20209834734161103,8,47.3391,-122.309,155.94059405940595,-1.0477700726527799,0.44550291933484143,1.6785876369061856,0.9230908713959931
5659,800000.0,0.3005420014373436,7,47.5865,-122.397,380.95238095238096,1.2529876254001933,1.407878630649587,-0.19874723509501635,-1.4371977547556862
5660,516130.0,-0.48648036042064535,8,47.6183,-122.113,341.8079470198675,0.9706662769372313,-0.2549072412477712,-0.07408237939624676,0.0736176709549026
5663,355425.0,1.496457271899908,8,47.4005,-122.311,109.76683137739346,-2.1701643948847273,0.5936479525044933,1.3100847218698153,0.5570143104906443
5665,689000.0,0.20209834734161103,7,47.5434,-122.395,341.08910891089107,0.965445952289758,-2.1477838270692122,-0.8145375069390085,-0.594063786455719
5666,500000.0,-0.47240654071462673,7,47.67,-122.389,328.94736842105266,0.872475369776162,-0.3308141760339683,-2.751795611227189,-1.2863987982457328
5667,430000.0,2.0744446087255772,8,47.3117,-122.25399999999999,111.39896373056995,-2.11890268033937,-1.1117463775864962,1.680414696102436,1.2028789005583553
5668,299500.0,-0.3521513969789328,7,47.4629,-121.743,187.1875,-0.565517785975956,1.1972403896273796,0.5105468193959637,2.2018195308251283
5669,349950.0,0.2861349357549178,8,47.4289,-122.164,167.44019138755982,-0.8546647476506475,-1.4788431506466346,0.9561630601280643,0.5719467084859358
5671,998000.0,1.1669186011353172,9,47.5465,-122.155,342.9553264604811,0.9799986172142937,,0.09015660841043266,-0.010353307754867013
5672,329000.0,-1.7164151476324772,7,47.7423,-122.17299999999999,365.55555555555554,1.146383699106844,,0.1980756680890747,-0.14165111896823052
5673,575000.0,-0.18165197670757263,8,47.6875,-122.20200000000001,334.30232558139534,0.9146786412719052,-1.355632416511198,-1.418426986041491,-0.24695742824738534
5674,529900.0,1.2867019355423475,8,47.7515,-122.353,174.88448844884488,-0.7344697822017566,-0.28745762805788766,-1.555013749840352,-0.7843748468341609
5676,725000.0,0.40744159301214816,7,47.6531,-122.196,331.0502283105023,0.8867009684928987,0.6920125423951368,-0.28490585860409856,-0.3874319892822288
5677,286000.0,-0.23550884598922833,8,47.3196,-122.395,170.23809523809524,-0.8091681743595582,-0.27963100262325247,1.3691776813982866,1.1051588786642208
5678,335000.0,-1.0166723797729535,7,47.5731,-122.135,276.8595041322314,0.4031734175995775,0.30211348495745294,-0.8698816572023805,0.0028287935518618184
5679,395300.0,-1.1946284406765848,7,47.5987,-122.146,352.94642857142856,1.0549252165291358,1.6563446853292605,-0.002131989575181391,-0.1282776537587233
5680,510000.0,1.4319708910352653,8,47.7439,-121.977,160.37735849056602,-0.971769847709062,-0.2117544461103199,0.8739494423738551,0.7366855819819198
5681,203000.0,-1.6541447865382133,7,47.3791,-122.289,220.65217391304347,-0.18308302755552797,2.5293364124436715,1.4801555633826564,0.7256237783658717
5682,248000.0,-2.4320166996367525,6,47.7712,-122.323,354.2857142857143,1.065559231421046,1.3274971092813153,-1.6255262084569846,-1.3690616163591007
5683,265000.0,0.7953216439546776,8,47.2906,-122.34899999999999,104.33070866141732,-2.345778567937164,0.46667802516355095,2.0744028785670157,1.482690882905625
5684,1000000.0,0.3005420014373436,8,47.6497,-122.336,476.1904761904762,1.8491928366916595,-1.667849894517881,-0.023772072443867982,-1.660489774815002
5685,1000000.0,-0.4403831045648589,7,47.7213,-122.29,649.3506493506494,2.6516452514325737,0.4182454132241184,0.13765619703602427,-0.3647251911254034
5686,241400.0,-0.634851110209644,7,47.3287,-122.01100000000001,170.0,-0.81381461492678,-0.302888917458477,0.537070705692925,1.845129391017647
5687,309950.0,-0.583495835720468,7,47.4546,-122.182,213.75862068965517,-0.2564476780184972,-0.006507714570312093,0.8808908975315198,0.3620171499293564
5688,294010.0,-0.4266014112294765,6,47.5291,-122.351,189.68387096774194,-0.5332825134603053,-1.0124198078407205,-2.2562237218422,-0.5136526721329246
5689,345000.0,0.08163755681937157,8,47.6233,-122.046,179.6875,-0.6642872083307604,-0.6498285945745464,-0.31199299615588455,0.37421472313593934
5690,625000.0,0.08163755681937157,8,47.6233,-122.046,325.5208333333333,0.8415132904383037,0.6354263474073415,-0.31199299615588455,0.37421472313593934
5691,660000.0,0.7647096737863871,8,47.5962,-122.039,262.9482071713147,0.258202403658797,-0.2238619338043231,-0.31880401476202663,0.4178288884299128
5692,559000.0,-0.2652838681602035,8,47.7094,-122.031,336.7469879518072,0.9317696786374435,1.5019026223674823,0.18674850294403425,0.6023618694954465
5693,866000.0,2.1876464983049035,9,47.6784,-122.02600000000001,217.04260651629073,-0.22220546181436607,0.18598222613298332,0.17096046575519733,0.5416827031752659
5694,770000.0,0.5864732127554014,8,47.638999999999996,-122.31,327.6595744680851,0.8604084500624049,-1.5107869512917522,-0.372969459444152,-1.8247739112102348
5695,259950.0,-0.7513327030392748,7,47.3786,-122.219,192.55555555555554,-0.49835706010325603,0.044169697430445555,1.2093390409963076,0.7838460295315073
5696,352000.0,1.2286069212987563,7,47.3807,-122.22200000000001,118.12080536912751,-1.9272043735468145,-0.29564603526435745,1.2242918410044794,0.7705490289215615
5698,395000.0,-0.3655314769729695,7,47.7239,-122.227,248.42767295597486,0.11494204243482992,0.3187511534672024,-0.9161147903028743,-0.246879958898125
5699,276500.0,-0.670557440622858,6,47.4888,-122.33200000000001,197.5,-0.4418630060377145,-0.8565324602664994,0.6545384868190814,-0.10061301336454732
5700,530000.0,0.032624572829381526,8,47.5342,-121.883,281.9148936170213,0.45270441239968995,0.516931423159874,-0.8540522145902352,1.2412540528138358
5701,798000.0,1.7444475421409682,10,47.5902,-122.13,228.0,-0.10315278883813693,1.473645404187252,-0.3871031448965198,-0.006973366818228854
5702,380000.0,-0.7184619962535121,8,47.714,-122.205,277.37226277372264,0.4082672315514528,1.1473698339166782,-0.35990395860671504,-0.08415482137719349
5703,350000.0,1.072972882447743,8,47.1895,-122.015,124.55516014234875,-1.76996066063447,2.551260061716046,2.356124546700008,2.723930552444389
5704,325000.0,0.4417658421101638,8,47.3972,-122.182,146.3963963963964,-1.2391998467542007,1.937196569441709,0.9683426512584097,0.735697025724438
5705,336000.0,0.31369361093641385,8,47.3885,-122.154,159.24170616113744,-0.9948412824774051,,0.709080238143269,0.8202244205707573
5706,286900.0,-0.18165197670757263,7,47.3438,-122.073,166.80232558139534,-0.8615033197613707,-0.32140316244870715,0.6177489968883634,1.418715889693493
5707,472000.0,-0.10179559909470504,8,47.6946,-122.12,265.1685393258427,0.28046156962419677,-0.5912236751588461,-0.8664488402198521,0.1800630479992044
5708,263000.0,-0.6518243142461582,7,47.3617,-122.046,186.52482269503545,-0.5729977833166036,-0.15457312207888646,0.33135999398114707,1.3395512265318636
5709,565000.0,0.31369361093641385,7,47.5696,-122.375,267.77251184834125,0.30699731131162256,0.52687490852805,0.04408968065440282,-1.2259189990399713
5710,765000.0,0.9614293430232357,10,47.5597,-122.113,283.3333333333333,0.468371688163432,0.042116897443635636,-0.8383963396456268,0.14035743236737697
5712,405000.0,-0.2652838681602035,7,47.7103,-122.199,243.97590361445782,0.0624480133268315,1.0597986592885054,0.008902422846125396,-0.07329953296830084
5714,555000.0,1.9858764248174532,10,47.308,-122.087,147.60638297872342,-1.2185797567846848,-1.0512662458904745,0.9820988500723774,1.7645881523338176
5715,305000.0,-0.33750567379756014,8,47.4491,-122.18799999999999,189.44099378881987,-0.5375192614217309,0.6980485862696684,0.9618638319791629,0.3817014685377912
5716,289950.0,-0.1523905895074676,7,47.39100000000001,-122.316,166.63793103448276,-0.86896923020619,0.6701348149879361,1.3108676484483595,0.6306634268482589
5717,487500.0,1.7739218615170373,7,47.7309,-121.905,138.10198300283287,-1.4318182921652127,-1.0685288990766126,1.2731373668260755,1.0262123431036527
5718,96500.0,-1.8803524454038238,6,47.3281,-122.34299999999999,114.88095238095238,-2.0155661593982446,-1.2734137828702934,1.4934213654598214,1.0097671503240329
5719,185000.0,-1.8803524454038238,6,47.3281,-122.34299999999999,220.23809523809524,-0.1883104197924518,-0.7771713582107367,1.4934213654598214,1.0097671503240329
5720,150550.0,-0.5525368703489748,7,47.4819,-122.289,102.41496598639456,-2.4186364915556133,1.2303538343787153,0.567806214908341,-0.0056160355221953106
5721,339000.0,0.7184619962535121,6,47.5308,-122.348,137.24696356275302,-1.4482595480071692,,-1.975237461876781,-0.5421838249436219
5722,675000.0,0.4417658421101638,8,47.7065,-122.279,304.05405405405406,0.6657474114232114,0.0996219825643798,-1.1687374147222536,-0.3798737033507065
5723,615000.0,-0.18165197670757263,7,47.5747,-122.287,357.5581395348837,1.0919847512756449,0.762630223734114,-0.7278266252159095,-1.3401991681119516
5724,837500.0,0.9614293430232357,8,47.6861,-122.198,310.18518518518516,0.715217795675016,0.2495512930071041,-0.9898371825897198,-0.2361994906332369
5725,250000.0,-1.5843543102241497,5,47.7494,-122.23700000000001,263.1578947368421,0.26008942517254646,0.6729696929123372,0.6175521606947479,-0.5262809502598867
5726,583000.0,-0.08667363855178388,8,47.6169,-122.045,325.69832402234636,0.8429786632335516,1.0048066809674472,0.0784822712440518,0.3781988909241393
5727,499000.0,-0.33750567379756014,8,47.6776,-122.318,309.9378881987578,0.7123301420948769,0.5669607390345566,-1.4560191580733794,-1.0000527801144685
5728,550000.0,0.5192253494916858,8,47.5103,-122.382,240.17467248908298,0.022921844180466486,2.3205891676115793,0.20556719660345413,-0.2502070395296285
5729,400000.0,0.3857258721466417,7,47.28100000000001,-121.93299999999999,184.33179723502303,-0.6013217574776344,-0.9046204180631168,1.2953779129049274,2.230559081246644
5730,990400.0,0.3005420014373436,9,47.5983,-122.2,471.6190476190476,1.822847671157542,1.2988259167905845,-1.9264031529639818,-0.5092020438642008
5731,600000.0,0.5525368703489748,8,47.586999999999996,-122.068,258.62068965517244,0.21877306861158433,-0.018264424041061968,-0.48573354196442,0.28774251796164757
5732,325000.0,-1.1946284406765848,6,47.76300000000001,-122.291,290.17857142857144,0.5409987029989775,-0.31793255992803493,-1.3402152113745767,-1.1192666085838676
5733,265000.0,-0.45703255293911804,7,47.3487,-122.036,173.20261437908496,-0.7630102685203006,1.0448079478224457,-0.9412641565828319,1.5579959820249814
5735,347500.0,-1.072972882447744,7,47.7652,-122.274,294.49152542372883,0.5827990649165256,-1.1522809257202231,0.1728533796433405,-1.0620196336707468
5736,629000.0,0.23808932797901547,7,47.6864,-122.352,306.8292682926829,0.6887240122839766,0.48564377263435476,-0.4312344304761359,-0.948180840774207
5737,1090000.0,0.5969353414048746,9,47.5835,-122.227,461.864406779661,1.7619577137296116,1.1534787691759427,0.24777580727147935,-0.7133621741740866
5738,397500.0,0.8266977298382983,8,47.3736,-122.045,154.66926070038912,-1.0747412217375647,-0.13207863381986448,-0.3075025388311539,1.2073547735039876
5739,404500.0,-0.8957798188835894,7,47.5949,-122.307,318.503937007874,0.7855838248846689,-1.1844244014127825,-0.635462071379242,-1.898585752315264
5740,225000.0,-0.9358520864464077,7,47.3719,-122.215,180.0,-0.6592350926864942,-0.6625845451111975,1.195515669169997,0.8188439652429802
5741,267000.0,0.7647096737863871,8,47.2988,-122.374,106.37450199203187,-2.2763027772332074,-0.23670052746641357,1.758575317171395,1.357413870815346
5742,800000.0,0.9515182841460368,9,47.6418,-122.37200000000001,297.3977695167286,0.6072647935241867,-0.5720836985021756,-1.6733880277600184,-2.069618234443325
5743,339000.0,1.1570614694975132,8,47.3504,-122.28399999999999,116.89655172413794,-1.961631383664274,-0.8837035521858079,1.6872938472298118,0.8704586191919454
5745,525000.0,-0.8771956463823601,7,47.6605,-122.324,410.15625,1.4684700184372996,-1.9282623421942715,-1.463547732922343,-1.3984934193257623
5747,565000.0,-0.7184619962535121,7,47.5571,-122.385,412.40875912408757,1.4827978847164507,0.6249855724833772,-0.2172423400959013,-0.8745145964191774
5748,387000.0,-0.9795114633875127,8,47.5942,-122.29799999999999,314.6341463414634,0.7508733955781808,1.068766263417923,-0.91091818655275,-1.7612883072427568
5749,720000.0,0.6895289039903834,9,47.6685,-122.044,295.08196721311475,0.5868564965335975,0.8818898963692859,0.10686695651279159,0.4351298917353573
5751,235000.0,-1.6844636845245369,6,47.7332,-122.305,258.24175824175825,0.21512962065828828,3.7101545221990757,-0.252342010287687,-0.5449753152784248
5752,365000.0,-1.6844636845245369,6,47.7332,-122.305,401.0989010989011,1.4015317274314962,-2.048242004490425,-0.252342010287687,-0.5449753152784248
5753,368250.0,0.3615106865148254,8,47.6191,-122.04299999999999,171.27906976744185,-0.7946097773141488,-1.2456537176649438,-0.08910934539301466,0.3893458742072606
