,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
33,starbucks-seattle-369,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.682588, 'longitude': -122.289633}",(206) 524-7064,46657.88875792387,E5BSbTzRNmGGOS2gKkz2_g,https://s3-media3.fl.yelpcdn.com/bphoto/jq9geVoHGiN0NVB9n4_tww/o.jpg,False,"{'address1': '7340 35th Ave NE', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98115', 'country': 'US', 'state': 'WA', 'display_address': ['7340 35th Ave NE', 'Seattle, WA 98115']}",Starbucks,+12065247064,,1.0,1,['delivery'],https://www.yelp.com/biz/starbucks-seattle-369?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
34,starbucks-seattle-77,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.629924, 'longitude': -122.340027}",(206) 216-0306,46667.51318894462,vf_eeRuhiaAiE6guRv6m3A,https://s3-media2.fl.yelpcdn.com/bphoto/ADQowQ0bY2v7zsW_RKmrRQ/o.jpg,False,"{'address1': '1200 Westlake Ave N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['1200 Westlake Ave N', 'Seattle, WA 98109']}",Starbucks,+12062160306,$,3.5,49,['delivery'],https://www.yelp.com/biz/starbucks-seattle-77?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
35,starbucks-seattle-317,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.614129, 'longitude': -122.352021}",(206) 300-6722,46663.90038799002,zRs7Xgwb2Xgrxhha7DigsA,https://s3-media4.fl.yelpcdn.com/bphoto/8xrg1cWda1CCWwdjuZr91A/o.jpg,True,"{'address1': '2601 Elliott Ave', 'address2': 'Ste 101', 'address3': '', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2601 Elliott Ave', 'Ste 101', 'Seattle, WA 98121']}",Starbucks,+12063006722,$$,4.0,14,['delivery'],https://www.yelp.com/biz/starbucks-seattle-317?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
36,starbucks-seattle-57,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.559798, 'longitude': -122.385146}",(206) 932-6026,46707.74026943838,OYSTwQeSYedNcJ1zAiqzjw,https://s3-media1.fl.yelpcdn.com/bphoto/E4dLL4pW-JUuAe8YgtoTWw/o.jpg,False,"{'address1': '4754 42nd Ave SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['4754 42nd Ave SW', 'Seattle, WA 98116']}",Starbucks,+12069326026,$$$,2.0,4,['delivery'],https://www.yelp.com/biz/starbucks-seattle-57?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
37,starbucks-bothell-5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.761317, 'longitude': -122.176262}",(425) 488-7759,46759.275682038424,FTZ7eKkpIcqhWMozrGvPDQ,https://s3-media1.fl.yelpcdn.com/bphoto/vm54zZ2V-vpgQHkuUN9cog/o.jpg,False,"{'address1': '18404 120th Ave NE', 'address2': 'Ste 101', 'address3': '', 'city': 'Bothell', 'zip_code': '98011', 'country': 'US', 'state': 'WA', 'display_address': ['18404 120th Ave NE', 'Ste 101', 'Bothell, WA 98011']}",Starbucks,+14254887759,$$,3.0,61,['delivery'],https://www.yelp.com/biz/starbucks-bothell-5?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
38,starbucks-seattle-111,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.6628818, 'longitude': -122.313272}",(206) 634-1390,46836.64120676695,RRKpYJObdwL4j_k0uKQ8RQ,https://s3-media3.fl.yelpcdn.com/bphoto/NmZBT6mRErFQ_v9w2Hi_bA/o.jpg,False,"{'address1': '4555 University Wy NE', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4555 University Wy NE', 'Seattle, WA 98105']}",Starbucks,+12066341390,$,3.5,35,['delivery'],https://www.yelp.com/biz/starbucks-seattle-111?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
39,starbucks-seattle-323,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.5609288975747, 'longitude': -122.386599}",(206) 659-3373,46850.28705669551,wP2zYfnJknDV4l4dXvNTLQ,https://s3-media2.fl.yelpcdn.com/bphoto/NM-kyP00olpmnVrHMPqyxw/o.jpg,False,"{'address1': '4233 SW Alaska St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['4233 SW Alaska St', 'Seattle, WA 98116']}",Starbucks,+12066593373,$$,3.5,32,['delivery'],https://www.yelp.com/biz/starbucks-seattle-323?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
40,starbucks-seattle-280,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.624732, 'longitude': -122.34728}",,46877.01638063601,6TlKx7tLkwM7g54slvGLkw,https://s3-media1.fl.yelpcdn.com/bphoto/QHITqeD6fNjkflffsbelhw/o.jpg,False,"{'address1': '500 Mercer Ave', 'address2': '', 'address3': 'QFC', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['500 Mercer Ave', 'QFC', 'Seattle, WA 98109']}",Starbucks,,$,3.0,5,['delivery'],https://www.yelp.com/biz/starbucks-seattle-280?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
41,starbucks-seattle-53,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.621039, 'longitude': -122.350775}",(206) 728-4077,46922.409730938794,Np7_RuKONBGZ6ihDtlZLtg,https://s3-media2.fl.yelpcdn.com/bphoto/99jIWEiLFBYsSJgHl1TlmA/o.jpg,False,"{'address1': '305 Harrison St', 'address2': 'Ste 220', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['305 Harrison St', 'Ste 220', 'Seattle, WA 98109']}",Starbucks,+12067284077,$$,3.5,56,['delivery'],https://www.yelp.com/biz/starbucks-seattle-53?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
42,starbucks-bothell-15,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.728959, 'longitude': -122.243058}",(425) 821-4885,47391.47805546994,zSOzwUm-wc8WhEt1abiGYA,https://s3-media3.fl.yelpcdn.com/bphoto/SiW_hP0n_AoIRBuSA5G8EQ/o.jpg,False,"{'address1': '14130 Juanita Dr NE', 'address2': '', 'address3': 'QFC', 'city': 'Bothell', 'zip_code': '98011', 'country': 'US', 'state': 'WA', 'display_address': ['14130 Juanita Dr NE', 'QFC', 'Bothell, WA 98011']}",Starbucks,+14258214885,$$,3.0,1,['delivery'],https://www.yelp.com/biz/starbucks-bothell-15?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
43,starbucks-seattle-114,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.581016, 'longitude': -122.384104}",(206) 937-5010,47414.64849499774,dI6T3MXyQ4whhagHtKvKdA,https://s3-media1.fl.yelpcdn.com/bphoto/PbSXYTmztdL0nhC7dSJOmg/o.jpg,False,"{'address1': '4101 SW Admiral Way', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['4101 SW Admiral Way', 'Seattle, WA 98116']}",Starbucks,+12069375010,$$,3.0,21,['delivery'],https://www.yelp.com/biz/starbucks-seattle-114?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
44,starbucks-seattle-65,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.622947, 'longitude': -122.356896}",(206) 691-3396,47427.521113927774,ByO78sDtdV9b9wT-5sgp8A,https://s3-media2.fl.yelpcdn.com/bphoto/mgT3TaOJ5_Sf9KdY0OZ4vw/o.jpg,False,"{'address1': '425 Queen Anne Ave N', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['425 Queen Anne Ave N', 'Seattle, WA 98109']}",Starbucks,+12066913396,$$,3.5,50,['delivery'],https://www.yelp.com/biz/starbucks-seattle-65?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
45,starbucks-seattle-379,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.580182, 'longitude': -122.386269}",(206) 937-2272,47534.02254244031,BxO2ogHqBfSYpwTZ0_OzKg,https://s3-media4.fl.yelpcdn.com/bphoto/XMKkEC93oI92lUEwkrozvg/o.jpg,False,"{'address1': '2622 California Ave SW', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['2622 California Ave SW', 'Seattle, WA 98116']}",Starbucks,+12069372272,,2.0,1,['delivery'],https://www.yelp.com/biz/starbucks-seattle-379?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
46,starbucks-fife-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.242751, 'longitude': -122.365214}",(253) 922-6193,47730.99802568792,f88CQcopGNWjbzSgsh5KfA,https://s3-media4.fl.yelpcdn.com/bphoto/6yj_RWkpKYzNgqL1B0a1TQ/o.jpg,False,"{'address1': '4756 Pacific Hwy E', 'address2': 'Ste 110', 'address3': None, 'city': 'Fife', 'zip_code': '98424', 'country': 'US', 'state': 'WA', 'display_address': ['4756 Pacific Hwy E', 'Ste 110', 'Fife, WA 98424']}",Starbucks,+12539226193,$$,2.5,69,['delivery'],https://www.yelp.com/biz/starbucks-fife-2?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
47,starbucks-seattle-81,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.675613, 'longitude': -122.316491}",(206) 526-7230,47831.526037162315,HPjsh32lGymFIRAx8ef3Mw,https://s3-media2.fl.yelpcdn.com/bphoto/PTgLGgxCZlL35T0R1aBwjA/o.jpg,False,"{'address1': '6417 Roosevelt Way NE', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98115', 'country': 'US', 'state': 'WA', 'display_address': ['6417 Roosevelt Way NE', 'Seattle, WA 98115']}",Starbucks,+12065267230,$$,3.5,33,['delivery'],https://www.yelp.com/biz/starbucks-seattle-81?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
48,starbucks-puyallup-18,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.161423, 'longitude': -122.293076}",(253) 840-2900,47941.52451534518,QY7zkajkPkU5jzZOSJpKzA,https://s3-media4.fl.yelpcdn.com/bphoto/98BXr6sMLSa1HKvdHzZxIw/o.jpg,False,"{'address1': '3310 S Meridian', 'address2': '', 'address3': 'Target', 'city': 'Puyallup', 'zip_code': '98373', 'country': 'US', 'state': 'WA', 'display_address': ['3310 S Meridian', 'Target', 'Puyallup, WA 98373']}",Starbucks,+12538402900,,4.5,4,['delivery'],https://www.yelp.com/biz/starbucks-puyallup-18?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
49,starbucks-bothell-11,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.767065, 'longitude': -122.191356}",(425) 236-1508,47959.25575415287,1OPnMSjC3g0PjpLA0QYyHA,https://s3-media3.fl.yelpcdn.com/bphoto/6D3eRcWKtkw4Zft_op8AFg/o.jpg,False,"{'address1': '19122 Beardslee Blvd', 'address2': 'Ste 208', 'address3': '', 'city': 'Bothell', 'zip_code': '98011', 'country': 'US', 'state': 'WA', 'display_address': ['19122 Beardslee Blvd', 'Ste 208', 'Bothell, WA 98011']}",Starbucks,+14252361508,$$,3.5,36,['delivery'],https://www.yelp.com/biz/starbucks-bothell-11?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
0,starbucks-seattle-85,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.661504, 'longitude': -122.3330891926}",(206) 548-9507,47998.12958863927,F13pcWJoehs6Ys8YDrJw9Q,https://s3-media4.fl.yelpcdn.com/bphoto/7kUT9CDIRLXW776U2O0Kzw/o.jpg,False,"{'address1': '2110 North 45th', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98103', 'country': 'US', 'state': 'WA', 'display_address': ['2110 North 45th', 'Seattle, WA 98103']}",Starbucks,+12065489507,$,3.0,32,['delivery'],https://www.yelp.com/biz/starbucks-seattle-85?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
1,starbucks-seattle-220,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.637801, 'longitude': -122.356255}",(206) 282-8090,48154.17441642456,gHHLrzEQsbglDuNDzBCgAQ,https://s3-media3.fl.yelpcdn.com/bphoto/2eFKozfI2wM0ePdOSNHG7w/o.jpg,False,"{'address1': '2100 Queen Anne Ave N', 'address2': '', 'address3': 'Safeway', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['2100 Queen Anne Ave N', 'Safeway', 'Seattle, WA 98109']}",Starbucks,+12062828090,$$,3.0,6,['delivery'],https://www.yelp.com/biz/starbucks-seattle-220?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
2,starbucks-seattle-272,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.661723, 'longitude': -122.336248}",(206) 632-9253,48211.00812698409,ByxRVbU9XP1KH0RS6SBS4Q,https://s3-media3.fl.yelpcdn.com/bphoto/FZhvtnV6ggaPIcXNvrXrJg/o.jpg,False,"{'address1': '1801 N 45th St', 'address2': '', 'address3': 'QFC', 'city': 'Seattle', 'zip_code': '98103', 'country': 'US', 'state': 'WA', 'display_address': ['1801 N 45th St', 'QFC', 'Seattle, WA 98103']}",Starbucks,+12066329253,$$,4.0,5,['delivery'],https://www.yelp.com/biz/starbucks-seattle-272?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
3,starbucks-seattle-115,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.638255, 'longitude': -122.357116}",(206) 301-9477,48234.989900202985,s1Fxd6aJvpeZQ0mDPNvxTg,https://s3-media4.fl.yelpcdn.com/bphoto/_Q36NpXa9aa_zvJd6h1VlA/o.jpg,False,"{'address1': '2135 Queen Anne Ave N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['2135 Queen Anne Ave N', 'Seattle, WA 98109']}",Starbucks,+12063019477,$$,4.0,57,['delivery'],https://www.yelp.com/biz/starbucks-seattle-115?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
4,starbucks-puyallup-12,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.156433, 'longitude': -122.292453}",(253) 435-9804,48252.44523431116,r6KwF2Cw8_WSM59Rka_PKw,https://s3-media3.fl.yelpcdn.com/bphoto/Ly1NbCijimvQrMuq9yDuqA/o.jpg,False,"{'address1': '3705 South Meridian', 'address2': 'Ste A', 'address3': '', 'city': 'Puyallup', 'zip_code': '98373', 'country': 'US', 'state': 'WA', 'display_address': ['3705 South Meridian', 'Ste A', 'Puyallup, WA 98373']}",Starbucks,+12534359804,$$,3.0,40,['delivery'],https://www.yelp.com/biz/starbucks-puyallup-12?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
5,starbucks-seattle-277,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.64977, 'longitude': -122.349978}",(206) 633-3706,48399.50281414725,pr0zWs92qS5j_l4-2GnmNg,https://s3-media1.fl.yelpcdn.com/bphoto/8ixDqprILZH2SM2A55DVoQ/o.jpg,False,"{'address1': '3401 Fremont Ave N', 'address2': 'Ste 3401', 'address3': '', 'city': 'Seattle', 'zip_code': '98103', 'country': 'US', 'state': 'WA', 'display_address': ['3401 Fremont Ave N', 'Ste 3401', 'Seattle, WA 98103']}",Starbucks,+12066333706,$,3.0,27,['delivery'],https://www.yelp.com/biz/starbucks-seattle-277?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
6,starbucks-seattle-121,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.680014, 'longitude': -122.325535}",(206) 523-9594,48666.82023461428,JQNDglh1GHuvHriHAcJ1yg,https://s3-media3.fl.yelpcdn.com/bphoto/JLm7CkB5hZzut7rENwScJg/o.jpg,False,"{'address1': '7100 E Greenlake Dr N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98115', 'country': 'US', 'state': 'WA', 'display_address': ['7100 E Greenlake Dr N', 'Seattle, WA 98115']}",Starbucks,+12065239594,$$,3.5,92,['delivery'],https://www.yelp.com/biz/starbucks-seattle-121?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
7,starbucks-puyallup-20,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.149911, 'longitude': -122.292545}",(253) 720-8242,48718.11504373019,oTQopmDOA6VGY1QM06pV-g,https://s3-media4.fl.yelpcdn.com/bphoto/NKO97X-d7MaEKSXpYWmemQ/o.jpg,False,"{'address1': '4417 S Meridian St', 'address2': None, 'address3': None, 'city': 'Puyallup', 'zip_code': '98373', 'country': 'US', 'state': 'WA', 'display_address': ['4417 S Meridian St', 'Puyallup, WA 98373']}",Starbucks,+12537208242,$$,3.0,32,[],https://www.yelp.com/biz/starbucks-puyallup-20?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
8,starbucks-bothell-9,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.76529499, 'longitude': -122.2115511}",(425) 485-7548,48762.537623388445,dqMt-zrd1MGvdxYBu9iSAA,https://s3-media3.fl.yelpcdn.com/bphoto/j1TC7xg-uPVaJaaqXIDmLg/o.jpg,False,"{'address1': '18921 Bothell Way NE', 'address2': '', 'address3': 'QFC', 'city': 'Bothell', 'zip_code': '98011', 'country': 'US', 'state': 'WA', 'display_address': ['18921 Bothell Way NE', 'QFC', 'Bothell, WA 98011']}",Starbucks,+14254857548,$$$$,3.0,9,['delivery'],https://www.yelp.com/biz/starbucks-bothell-9?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
9,starbucks-seattle-72,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.629832, 'longitude': -122.372034}",(206) 283-9629,48785.767450998195,gwq5KS-PqI4ZLuIg6dWhgg,https://s3-media2.fl.yelpcdn.com/bphoto/7hZ_8pJQkU2OGn2AzGW2Lw/o.jpg,False,"{'address1': '1144 Elliott Ave W', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98119', 'country': 'US', 'state': 'WA', 'display_address': ['1144 Elliott Ave W', 'Seattle, WA 98119']}",Starbucks,+12062839629,$$,3.5,43,['delivery'],https://www.yelp.com/biz/starbucks-seattle-72?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
10,starbucks-seattle-204,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.578849, 'longitude': -122.41118}",(206) 933-6974,49238.64196884288,-AT3VJLyYbL95cUqNc5sdA,https://s3-media2.fl.yelpcdn.com/bphoto/5ZORNXIIFY5OPtOFC_c6Yw/o.jpg,False,"{'address1': '2742 Alki Ave SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['2742 Alki Ave SW', 'Seattle, WA 98116']}",Starbucks,+12069336974,$$,3.5,63,['delivery'],https://www.yelp.com/biz/starbucks-seattle-204?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
11,starbucks-kenmore-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.756647, 'longitude': -122.236806}",(425) 415-6124,49284.724440063685,tQuaOBg0jFYiu9FV-lvc2w,https://s3-media1.fl.yelpcdn.com/bphoto/8Nz5kgJTuSqih0ru-6QH3A/o.jpg,False,"{'address1': '7750 NE Bothell Way', 'address2': '', 'address3': '', 'city': 'Kenmore', 'zip_code': '98028', 'country': 'US', 'state': 'WA', 'display_address': ['7750 NE Bothell Way', 'Kenmore, WA 98028']}",Starbucks,+14254156124,$$,3.0,55,['delivery'],https://www.yelp.com/biz/starbucks-kenmore-2?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
12,starbucks-seattle-127,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.715964, 'longitude': -122.297601}",(206) 364-2490,49437.19644320436,RYM_JbjM6yNDrYGe5m_l0w,https://s3-media3.fl.yelpcdn.com/bphoto/qiOJe2xdgzTut2wHVQqoiQ/o.jpg,False,"{'address1': '12001 Lake City Way NE', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98125', 'country': 'US', 'state': 'WA', 'display_address': ['12001 Lake City Way NE', 'Seattle, WA 98125']}",Starbucks,+12063642490,$,3.0,89,['delivery'],https://www.yelp.com/biz/starbucks-seattle-127?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
13,starbucks-monroe-8,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.85953, 'longitude': -121.965187}",(360) 805-0503,49568.22044373499,c7ootn6sdo7oD6-Mbl0L1w,https://s3-media1.fl.yelpcdn.com/bphoto/lyD8MaC61XtzM2uOdd9qww/o.jpg,False,"{'address1': '19813 State Route 2', 'address2': 'Ste E-1', 'address3': '', 'city': 'Monroe', 'zip_code': '98272', 'country': 'US', 'state': 'WA', 'display_address': ['19813 State Route 2', 'Ste E-1', 'Monroe, WA 98272']}",Starbucks,+13608050503,$$,3.5,20,['delivery'],https://www.yelp.com/biz/starbucks-monroe-8?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
14,starbucks-monroe-15,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.8594584777251, 'longitude': -121.965369450892}",,49564.068886123925,7mC7bOGwpy9dK4GaPbUkBQ,https://s3-media1.fl.yelpcdn.com/bphoto/Uk48q8NQrPpZP_2Oo0nfcQ/o.jpg,True,"{'address1': '14810 Woods Creek Rd', 'address2': '', 'address3': None, 'city': 'Monroe', 'zip_code': '98272', 'country': 'US', 'state': 'WA', 'display_address': ['14810 Woods Creek Rd', 'Monroe, WA 98272']}",Starbucks,,,3.0,1,[],https://www.yelp.com/biz/starbucks-monroe-15?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
15,starbucks-puyallup-14,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 47.136852, 'longitude': -122.292397}",(253) 845-4053,49650.27905563569,1OFSrhve07m6p4DfJnNghg,https://s3-media3.fl.yelpcdn.com/bphoto/n50hHMWGjrM5_ryF95AdAg/o.jpg,False,"{'address1': '10219 132nd St E', 'address2': 'Ste 404', 'address3': '', 'city': 'Puyallup', 'zip_code': '98374', 'country': 'US', 'state': 'WA', 'display_address': ['10219 132nd St E', 'Ste 404', 'Puyallup, WA 98374']}",Starbucks,+12538454053,$$,3.5,22,['delivery'],https://www.yelp.com/biz/starbucks-puyallup-14?adjust_creative=n_yvLk2fTavZ9dVQvaNbMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n_yvLk2fTavZ9dVQvaNbMg
