,price,sqft_living,grade,lat,long,min_dist_park,closest_distance_to_top_school,closest_distance_to_great_coffee,closest_distance_to_scientology,log_school,log_coffee,log_scientology,log_park,min_dist_park_rv
4497,330000,2410,7,47.3741,-122.218,6.761961466,9.058537403,7.329301348,28.02985816,2.203707673,1.991880197,3.333270305,1.911313006,0.77293
4498,618000,1260,7,47.6644,-122.324,0.74217315,0.573680874,11.18740051,5.433540345,-0.555682007,2.414788191,1.692590919,-0.298172707,5.73513
4499,295500,2830,8,47.3088,-122.341,6.70840268,15.27150854,17.20036604,34.06954582,2.725988906,2.844930665,3.528403901,1.903360872,3.21299
4500,567035,2064,7,47.4469,-122.455,7.88332503,1.916453932,17.68938857,20.74887273,0.650476568,2.872964944,3.032491919,2.064749773,5.03199
4501,518000,2640,8,47.4688,-122.009,4.000945245,4.688807872,8.252434018,28.91960879,1.545178365,2.110508189,3.36451987,1.386530644,0.54653
4502,303000,1020,7,47.4461,-121.769,1.970454498,3.770262752,5.130345195,45.95324422,1.327144695,1.635172946,3.82762445,0.678264226,2.63616
4503,300000,2200,7,47.4042,-122.213,1.584553383,8.650764053,4.015468288,24.97607898,2.157647647,1.390153975,3.217918526,0.46030259,1.0488
4504,413107,1420,7,47.601,-122.134,1.911656942,0.319863241,2.378053241,14.59619375,-1.139861746,0.866282187,2.680760793,0.647970375,4.2698
4505,400000,1350,6,47.682,-122.348,2.822858776,1.072350174,13.69668278,6.700801134,0.069852664,2.617153671,1.902227092,1.037750122,0
4506,535000,1290,7,47.5317,-122.387,2.095080079,0.950000357,14.48481495,10.26977015,-0.051292919,2.673100856,2.329204643,0.739591776,1.7587
4507,555000,1680,7,47.6648,-122.363,2.149628015,0.620321176,13.88523583,4.719227113,-0.477517909,2.630826105,1.551645039,0.765294811,7.06631
4508,312000,2280,8,47.3861,-122.096,0.937100443,0.527958909,11.08966832,30.83525413,-0.638736822,2.406013893,3.42865865,-0.064964806,1.28252
4509,785200,1840,8,47.6063,-122.292,1.08363853,0.437890803,7.796226854,2.839512297,-0.825785707,2.05363988,1.043632311,0.080324388,4.49101
4510,749000,2040,7,47.6891,-122.208,3.301294545,0.607110425,6.664752593,12.16591393,-0.499044585,1.896832833,2.498638101,1.194314678,2.77098
4511,285000,1490,7,47.4973,-122.347,3.659137476,3.058688917,10.47217908,13.17517766,1.117986366,2.348722129,2.578334579,1.297227457,0.48866
4512,425000,2440,7,47.5406,-121.889,1.878194931,1.358585842,8.69762532,33.92409324,0.306444337,2.163050037,3.524125477,0.630311173,1.96289
4513,360000,1930,8,47.7675,-122.307,1.705745378,1.010566833,17.03894029,5.66160315,0.010511395,2.83550133,1.733707094,0.534002187,3.97848
4514,260000,1200,7,47.5168,-122.351,0.489943598,1.469694511,11.35547194,11.0664216,0.385054563,2.429699737,2.403915442,-0.713465001,0.34259
4515,369000,1550,7,47.5299,-122.344,1.987053885,0.450613874,11.49349269,9.549155275,-0.797144461,2.441781022,2.256452698,0.686653082,1.22478
4516,275000,2180,8,47.3187,-122.367,0.48987,13.26391423,17.44800481,33.08672874,2.585047132,2.859225304,3.499132258,-0.713615229,4.39654
4517,407000,1430,8,47.6916,-122.341,1.653015427,0.193015753,13.83102382,7.841617647,-1.64498347,2.626914172,2.059445146,0.502601151,5.17611
4518,575000,1230,8,47.6839,-122.376,6.298518034,0.527000772,15.63949856,6.932132028,-0.640553266,2.749799673,1.936167418,1.840314373,6.86333
4520,875000,2720,8,47.6384,-122.404,6.737203205,0.348522321,16.16655593,3.680528485,-1.054053001,2.782944659,1.303056352,1.907644884,7.63458
4521,320000,2220,7,47.5059,-122.193,1.263869728,3.650034691,3.150475532,15.78949146,1.294736672,1.147553404,2.759344621,0.234178227,1.08528
4522,810000,1520,7,47.6158,-122.213,2.558985269,1.35709793,1.786068179,8.588965534,0.305348545,0.580016656,2.150478302,0.939610801,5.84031
4523,274000,1590,7,47.3655,-122.048,1.741836719,1.619347587,15.36869606,34.80411913,0.482023344,2.732332717,3.549735746,0.554940142,1.45586
4524,239900,1480,7,47.3732,-122.217,0.495571306,9.005007379,7.431261647,28.14763927,2.197780798,2.005695649,3.337463489,-0.702044028,0.70905
4525,450000,1860,7,47.7314,-122.3,3.572036082,0.95627769,14.63142422,9.709323834,-0.044706937,2.683171559,2.273086644,1.273135764,2.60726
4526,263400,1360,6,47.2718,-122.265,3.588581424,18.093518,19.00771394,38.45786323,2.895553752,2.944844894,3.64956318,1.277756978,0.7606
4527,265000,1360,6,47.4973,-122.256,4.685815452,0.424775825,3.955633885,14.15325022,-0.856193719,1.375140863,2.649944295,1.544539956,0.52918
4528,418000,2360,7,47.512,-122.249,6.626800392,0.85558047,4.609332823,12.88753511,-0.155975128,1.528083123,2.556260574,1.891122092,1.2116
4529,390000,2360,8,47.7633,-122.262,5.921583609,2.12484397,14.09350809,7.284419319,0.753698374,2.645714272,1.985737727,1.778603915,2.54807
4530,430000,1860,7,47.5662,-122.364,6.584744744,1.826196287,14.35410253,6.080871887,0.602235272,2.664035792,1.805148088,1.884755571,2.60039
4532,297000,1280,7,47.2631,-122.019,3.428634441,9.69838118,24.82359993,45.50002708,2.271958983,3.211794811,3.817712921,1.23216206,1.6331
4533,650000,2330,8,47.7764,-122.386,2.035285337,1.39144356,22.59938749,7.0204546,0.330341741,3.117922804,1.948827974,0.710636024,7.3791
4534,195000,720,6,47.5054,-122.261,1.248089591,0.516982847,4.760193668,13.17741126,-0.659745583,1.560288354,2.578504095,0.221614055,1.04176
4535,554000,3380,9,47.4316,-122.075,4.611059543,3.180245609,10.94597026,27.85425898,1.156958429,2.392971375,3.32698588,1.528457666,0.95598
4536,550000,3650,7,47.3627,-122.496,4.942735963,6.923857463,22.48075218,30.60427735,1.934973051,3.112659484,3.421139782,1.597919017,2.12184
4537,700000,1640,7,47.6846,-122.294,4.13108331,0.680720284,10.59636281,8.13135154,-0.3846038,2.360510811,2.095727151,1.418539675,3.76174
4538,300000,1730,5,47.5163,-121.829,2.301285435,0.791242124,3.444701718,38.98612872,-0.234151259,1.236837317,3.663205909,0.833467851,1.86527
4539,315000,1030,6,47.7352,-122.295,5.149827791,0.651676352,14.4615396,9.34363385,-0.428207234,2.671492684,2.23469524,1.638963275,2.41233
4540,603000,1790,7,47.6627,-122.276,3.104232952,0.424116744,8.003585463,6.557169054,-0.857746523,2.079889624,1.880558963,1.132766649,4.59295
4541,530000,840,7,47.6403,-122.372,2.098400074,0.153511385,13.82386421,2.155801562,-1.873980545,2.626396389,0.768162609,0.741175185,7.10185
4542,397500,1300,7,47.6991,-122.13,0.835980077,0.755024962,2.251865762,17.50178331,-0.281004468,0.8117591,2.862302779,-0.179150498,0.44042
4543,221000,1240,6,47.4917,-122.206,3.981680094,4.160579453,1.335251944,16.47438768,1.425654356,0.289119996,2.801806913,1.381703864,1.75312
4544,466000,2170,7,47.7354,-122.174,0.978596587,0.67084871,7.367091066,14.00909422,-0.399211637,1.997022929,2.639706706,-0.021635787,0.84732
4545,197500,1330,7,47.2053,-121.993,5.685120965,16.33024767,31.20638649,52.05671592,2.793019074,3.440622769,3.952333815,1.737852405,2.07919
4546,280000,1390,7,47.5325,-122.282,2.359155964,0.661832558,7.957853692,9.796357021,-0.412742689,2.074159327,2.282010584,0.858303913,1.90029
4547,412000,1240,6,47.5752,-122.388,1.220292159,0.554419744,15.6599951,5.62271331,-0.589833219,2.751109378,1.726814343,0.199090305,3.87367
4548,454000,880,7,47.5694,-122.395,1.476765447,0.380999519,16.36959934,6.418527252,-0.964957167,2.795425916,1.859188691,0.389854187,3.95475
4549,540000,2540,8,47.719,-121.912,6.46969224,9.400245147,16.15875703,32.10174564,2.240735768,2.782462133,3.46891041,1.86712854,2.77328
4550,250000,2520,7,47.2058,-121.997,1.636170811,16.22644062,30.99532956,51.86295891,2.786642049,3.433836534,3.948604834,0.49235864,2.19984
4551,900000,2510,9,47.6435,-122.154,0.268856788,1.26030325,3.755703116,13.38648421,0.231352367,1.323275516,2.594245557,-1.313576426,2.49332
4552,245000,2020,7,47.51,-122.327,1.714646414,1.229959865,9.401838778,11.68223619,0.206981539,2.240905285,2.458069414,0.539206887,0.79386
4553,290000,2060,7,47.3569,-122.175,1.772116004,6.741176441,9.84151216,30.91102871,1.908234456,2.286609374,3.431113036,0.572174315,2.00537
4556,325000,1060,7,47.7028,-122.321,5.760354176,0.320213288,13.45430432,9.431188376,-1.13876798,2.599299078,2.244022109,1.750998962,3.99134
4557,185000,670,5,47.4521,-122.283,1.925601856,5.599726757,4.924916107,18.42683358,1.722717803,1.59430724,2.913807949,0.655238571,3.42457
4558,477000,1750,7,47.6667,-122.361,2.545667571,0.374506216,13.82323304,4.928166184,-0.982146879,2.62635073,1.594966948,0.934392923,6.91187
4560,345000,2420,8,47.341,-122.318,1.633875908,13.83750711,13.25171085,30.48262736,2.627382812,2.584126665,3.417156927,0.49095505,1.86647
4561,530000,2410,7,47.4278,-122.343,0.829443113,8.052682131,9.350599129,20.85456096,2.08600522,2.235440419,3.037572675,-0.187000752,4.21693
4562,203000,1150,6,47.4864,-122.317,3.468734177,3.742944825,8.072089219,14.32837688,1.319872688,2.088412336,2.662241968,1.243789737,1.53918
4563,599000,2480,7,47.6811,-122.035,2.640483947,1.05804864,6.364580685,23.11467256,0.056426306,1.850748352,3.140467592,0.970962214,0.7049
4564,370000,1310,7,47.5822,-122.295,0.592293404,0.447762938,8.924411782,4.39527547,-0.803491344,2.188790419,1.480530207,-0.523753152,2.87303
4566,500000,1150,8,47.5349,-122.384,2.224786824,0.724201503,14.42484112,9.867186948,-0.322685606,2.668951798,2.289214803,0.799661101,1.85758
4567,527200,1460,7,47.5768,-122.307,6.497571583,0.920586195,10.00186208,4.525561395,-0.082744643,2.302771284,1.509741635,1.871428504,2.34041
4568,549900,3060,8,47.5052,-122.372,5.293556381,1.652528042,12.48991223,12.6624487,0.502306262,2.524921297,2.538640818,1.666490304,0.62817
4569,760000,3520,9,47.7065,-122.109,7.45418454,0.72663147,3.059523357,19.27055684,-0.319335848,1.118259138,2.958578379,2.008775558,1.15988
4570,319000,960,7,47.5269,-122.264,2.048646507,0.567240858,6.606860987,10.90179377,-0.566971271,1.888108653,2.388927342,0.717179335,2.21226
4571,362300,2430,8,47.3805,-122.208,1.681246474,8.199257231,6.677446957,27.58567173,2.104043569,1.898735722,3.317296498,0.519535467,1.28304
4572,421000,1930,7,47.3459,-122.326,1.674098416,13.02590817,13.15869609,29.92950332,2.56694031,2.57708284,3.398844727,0.515274761,2.28267
4573,690000,1090,7,47.6846,-122.386,4.204858581,0.670965012,16.34429717,7.16709956,-0.399038287,2.79387904,1.969501048,1.436240662,7.26156
4574,640000,2790,8,47.5241,-122.039,8.152032995,0.815213439,1.769595081,23.89608296,-0.204305312,0.570750753,3.173714552,2.098267343,1.62763
4575,238000,1650,7,47.2802,-122.211,0.706853376,14.79978632,17.7819003,38.25283687,2.694612743,2.878181103,3.644217724,-0.346932024,2.96302
4576,789000,3740,10,47.4036,-122.462,3.585454617,1.829798831,18.65112308,25.48199146,0.604206032,2.925906363,3.237971985,1.276885277,2.30208
4578,302500,1690,7,47.3663,-122.114,2.877246681,2.83833812,11.4368712,31.97880593,1.043218712,2.436842452,3.465073369,1.056833823,0
4579,259950,1400,7,47.4658,-122.184,1.647049809,5.039295177,2.512368825,19.78937282,1.617266226,0.921226063,2.985145067,0.498985693,1.28215
4580,456000,1440,7,47.5829,-122.005,0.521830985,0.494601337,5.44540176,24.45013921,-0.704003221,1.694771539,3.196635909,-0.650411527,1.15674
4581,369950,1360,7,47.6827,-122.097,1.063474258,1.267223604,1.747814703,18.83902023,0.236828369,0.558366266,2.935930263,0.06154115,1.48052
4583,585000,2220,8,47.6624,-121.951,6.968244622,6.300637267,12.8046501,28.70153836,1.840650782,2.549808394,3.356950723,1.941363345,1.84379
4584,268000,1850,7,47.3103,-122.36,2.183518143,14.33586868,17.86420811,33.97533968,2.662764696,2.882799164,3.525634958,0.780937403,4.09359
4586,345000,1120,6,47.5235,-122.277,7.051103633,0.654032739,6.980529015,10.86520604,-0.424597869,1.943124704,2.385565577,1.953184148,1.63266
4587,539000,2340,9,47.7672,-122.306,1.383132529,1.091660401,16.95852448,5.703500166,0.087699841,2.830770627,1.741080051,0.324350875,3.93032
4588,851000,3760,9,47.5654,-122.115,4.313075698,0.708019355,2.480507523,16.87128199,-0.345283848,0.908463186,2.825612886,1.461651269,1.66743
4589,900000,1920,10,47.5709,-122.408,2.780291824,0.608457922,17.23449737,6.721428185,-0.496827519,2.846913036,1.905300659,1.022555895,4.54711
4590,850000,3230,8,47.7011,-122.389,1.970419357,0.68453049,17.41949702,9.000595123,-0.379022092,2.857590097,2.1972907,0.678246391,6.99767
4591,390000,1260,7,47.6224,-122.116,2.462053817,0.896674075,5.046401923,15.87938327,-0.109062833,1.618675499,2.765021618,0.900995887,2.81066
4592,345000,1540,7,47.7451,-122.313,2.052565068,0.609850621,16.15264991,8.119271229,-0.494541235,2.782084117,2.0942404,0.719090264,3.40342
4593,534500,1700,8,47.5505,-121.998,3.100892755,0.160066622,3.361681002,25.74100204,-1.832165161,1.212441147,3.248085131,1.131690056,1.42703
4594,643500,3600,7,47.5656,-122.372,2.08921054,1.436349801,14.92850853,6.367117897,0.362105035,2.703272709,1.851146918,0.736786263,2.88774
4596,495000,1280,7,47.5798,-122.383,2.672278103,0.226119995,15.14565421,5.013300421,-1.486689469,2.71771364,1.612094465,0.982931331,3.87749
4597,535000,980,7,47.6815,-122.291,2.13409916,0.694107688,10.19815793,7.87961409,-0.36512816,2.322207109,2.064278929,0.758044619,3.8298
4598,435000,2190,7,47.5305,-121.847,1.076361695,1.277553571,5.461369676,37.2581005,0.244946977,1.697699615,3.617869384,0.073586553,3.10582
4599,305000,2470,7,47.4645,-122.337,2.049114714,6.302117788,9.209461345,16.75645789,1.840885734,2.220231363,2.81878373,0.717407853,2.77558
4600,799000,2590,9,47.6978,-122.284,0.720043073,0.917536831,11.1535798,9.762134572,-0.086062557,2.411760504,2.278511083,-0.328444245,2.79408
4601,700000,2580,9,47.6895,-122.094,2.974324445,1.198896107,2.214487127,19.35531507,0.181401222,0.795020832,2.962967062,1.090016936,1.96922
4602,467000,1270,8,47.6736,-122.375,1.403725539,0.80410055,15.08596363,5.790893019,-0.218030955,2.713764751,1.756286514,0.339129801,7.17165
4603,263000,1250,6,47.4493,-122.173,0.872571014,5.246600729,3.68264354,21.78094681,1.657580387,1.303630847,3.081035588,-0.136311237,0.36132
4604,760000,4660,9,47.5352,-122.156,5.508159879,0.651547053,5.124184533,15.63708117,-0.428405662,1.633971397,2.749645092,1.706230607,1.61491
4605,293000,2019,8,47.1958,-121.974,2.853774061,17.65915205,32.88178267,53.67908792,2.871254179,3.492918786,3.983023501,1.04864235,1.20102
4606,245000,1490,7,47.2875,-122.218,2.809225403,14.45557853,16.95791877,37.34338594,2.671080398,2.830734909,3.620155813,1.032908788,2.67393
4607,181000,1560,7,47.4444,-122.509,2.154556493,4.576673984,21.73973058,22.69548433,1.52097253,3.079141489,3.122165977,0.767584899,5.72659
4608,240000,1030,7,47.5016,-122.168,2.813029108,2.110903341,3.96573905,17.3942907,0.747115979,1.377692231,2.856142031,1.034261877,0.84826
4609,880000,2560,8,47.6499,-122.199,2.789810779,1.125565183,3.39243447,10.38450848,0.118285294,1.221547796,2.340315126,1.025973772,4.29508
4610,285000,1460,7,47.3679,-122.02,1.660350113,0.233509668,17.05389057,35.90787546,-1.454531796,2.836378364,3.580956644,0.507028491,1.88399
4611,407500,770,7,47.7223,-122.321,1.502767403,0.861686407,15.02034624,10.66061904,-0.148863871,2.709405698,2.366556489,0.407308344,3.60076
4612,325000,1960,7,47.4849,-122.184,4.55098382,3.70781381,2.028381249,18.04409824,1.310442433,0.707238061,2.892818664,1.515343434,1.70526
4613,405000,1900,7,47.7748,-122.291,3.584128738,1.647383446,16.57429312,5.148967691,0.499188239,2.807852888,1.638796246,1.276515415,3.87429
4614,291700,1970,6,47.5328,-122.346,7.371298243,0.432576293,11.78235614,9.250691424,-0.837996569,2.46660317,2.224698297,1.997593843,1.42911
4615,370000,2490,8,47.2119,-122.001,1.911564652,15.51108167,30.26163475,51.12276882,2.741554715,3.40988073,3.934229972,0.647922096,2.65865
4616,270000,1430,6,47.4759,-122.349,1.91141397,5.151234754,10.45632746,15.55720361,1.639236444,2.347207293,2.744523786,0.647843266,1.96841
4617,800000,2680,8,47.6835,-122.187,4.177993126,1.212162844,5.03082145,12.99265572,0.192406239,1.615583281,2.564384253,1.429831018,2.88205
4618,626500,1610,7,47.6656,-122.335,3.384751979,0.6160813,11.98817047,5.186138941,-0.484376343,2.483920369,1.645989478,1.219280633,6.04532
4620,399950,3200,7,47.3666,-122.03,2.434150109,0.842674168,16.46479056,35.54141471,-0.17117491,2.801224195,3.570698628,0.889597664,2.09797
4621,419000,2140,7,47.4181,-122.338,3.113171931,8.529130014,9.204379635,21.91495842,2.143487365,2.219679418,3.087169437,1.13564212,3.93097
4624,710000,2090,7,47.6829,-122.195,5.759615753,0.873709866,5.623924954,12.47144864,-0.13500692,1.727029811,2.523441923,1.750870763,3.03947
4625,650000,1410,6,47.6646,-122.204,2.27662981,0.59276068,5.06900051,10.77363447,-0.522964537,1.62314366,2.377101896,0.822696196,4.2916
4626,369900,2820,9,47.7387,-122.096,1.096246566,4.313640771,6.769664903,18.62239505,1.461782274,1.912451588,2.924364891,0.091892132,1.32247
4627,641000,2770,9,47.6622,-121.961,5.382206526,5.688152411,12.06886996,27.96122522,1.738385487,2.490629407,3.330818737,1.683098425,2.20249
4628,403000,1400,7,47.7508,-122.286,0.955949044,0.312003226,14.70410631,7.799783398,-1.16474175,2.688126795,2.054095964,-0.045050668,2.48611
4630,865000,2260,8,47.5436,-122.233,5.199306195,0.459294353,7.279923017,10.65215182,-0.778063983,1.985120288,2.365761921,1.648525193,2.30197
4632,810000,2150,8,47.5767,-122.378,4.259695813,0.396426292,14.89608793,5.236520082,-0.925265152,2.701098624,1.655657171,1.449197752,3.56137
4633,316750,1256,7,47.7146,-122.311,2.747030387,0.60509585,13.88338646,10.91705113,-0.502368403,2.630692906,2.39032589,1.010520469,3.25487
4634,652500,2220,8,47.4989,-121.9,0.795426372,2.346216193,8.264444867,34.58808969,0.8528039,2.111962562,3.543509394,-0.228876991,0.76285
4635,360000,2850,7,47.5288,-122.345,0.683216573,0.398410195,11.50121341,9.680304336,-0.920273164,2.442452544,2.27009334,-0.380943379,1.15029
4636,208000,700,5,47.4957,-122.168,0.994857,2.157168082,3.606547325,17.8762862,0.768796289,1.282750895,2.883475041,-0.005156271,1.25437
4637,898000,3700,10,47.7319,-122.051,0.714649552,1.558167614,7.743515628,21.96228214,0.443510524,2.0468558,3.089326534,-0.335962993,0.93269
4638,295000,1400,7,47.7346,-122.244,1.140686062,1.93186664,11.08816301,10.70972029,0.658486706,2.405878144,2.371151767,0.13162989,0.42501
4639,652500,3130,7,47.7402,-122.348,3.521732706,0.59863804,17.84810562,8.997487933,-0.513098137,2.881897375,2.19694542,1.258953115,4.89753
4640,560000,2170,8,47.5673,-121.999,0.651127471,0.738954017,4.322282494,25.20656013,-0.302519584,1.463783618,3.227104283,-0.429049848,0.79714
4641,280000,1020,7,47.4905,-122.18,0.702927267,3.185418882,2.538709878,17.73413234,1.158583798,0.93165603,2.875491163,-0.352501853,1.64713
4642,289950,1760,7,47.4612,-122.325,3.566649542,6.517253786,8.239670355,17.10957124,1.874453089,2.108960338,2.839638029,1.271626652,3.12361
4643,397500,1860,7,47.4381,-122.188,2.545787614,6.853932227,2.415958507,22.29401254,1.924822535,0.882096106,3.104318146,0.934440077,0.81499
4644,380000,1140,7,47.7349,-122.074,1.278758198,3.035165447,7.008086251,20.27481095,1.110265936,1.947064661,3.009379276,0.245889449,1.35174
4645,415900,1670,7,47.4708,-121.756,3.019856431,1.467533155,3.329652907,45.80385315,0.383582866,1.202868066,3.824368217,1.105209291,0.85827
4646,475000,1710,7,47.7005,-122.313,7.425836986,0.231287731,12.8445052,9.401565912,-1.464092753,2.552916109,2.240876262,2.004965404,3.74139
4648,238000,1470,7,47.3811,-122.144,1.826303949,3.457248661,8.694920126,29.44475649,1.240473088,2.162738962,3.382515846,0.602294224,1.72589
4649,296000,1370,7,47.4718,-122.323,1.090249532,5.36433976,8.513184374,15.9335162,1.679773304,2.141616065,2.768424828,0.086406599,2.4736
4650,475000,3470,7,47.7663,-122.234,5.042894935,4.243935264,12.83758664,8.377374979,1.445490967,2.552377324,2.125534617,1.617980309,2.65694
4651,390000,1650,7,47.5639,-122.4,3.981690026,0.678289989,16.93852311,7.129465819,-0.388180369,2.829590502,1.964236311,1.381706359,3.97667
4652,425000,1180,6,47.5726,-122.382,1.790183528,0.666166052,15.33145013,5.754494528,-0.406216313,2.729906283,1.749981207,0.582318144,3.54132
4653,725000,3110,7,47.6631,-122.348,3.809480999,0.691212223,12.77064723,4.63173977,-0.369308378,2.547149353,1.532932558,1.337492959,6.61442
4654,605000,2080,8,47.6315,-122.102,2.471594822,0.956964328,5.558923931,17.00479822,-0.043989163,1.715404552,2.833495553,0.904863619,2.18388
4655,302000,1600,7,47.6028,-122.312,1.21120719,0.345575946,9.343299543,1.795165997,-1.062542844,2.23465946,0.585097495,0.19161754,4.08169
4656,886000,2380,9,47.6472,-122.393,6.908806617,0.957068467,15.50875348,3.654967673,-0.043880346,2.741404605,1.296087249,1.932796919,7.92454
4657,540000,1630,7,47.6821,-122.31,3.132655984,0.233509668,11.33485078,7.569946355,-1.454531796,2.427882119,2.024185981,1.141881202,4.41847
4658,435000,1910,7,47.7352,-122.175,1.553641165,0.688597344,7.389915914,13.96749002,-0.373098585,2.000116357,2.636732488,0.440601315,0.80562
4659,409000,3140,7,47.5022,-122.363,2.529006281,2.047907982,11.7577133,12.82784364,0.716818775,2.464509476,2.551618093,0.927826451,0.67851
4660,405000,1250,7,47.6986,-122.129,1.6975585,0.691286484,2.175174933,17.53570147,-0.369200948,0.77710909,2.864238887,0.529191043,0.49167
4661,560200,1990,8,47.5914,-122.017,1.903498689,0.987252429,5.9702574,23.43370837,-0.012829518,1.786790042,3.154175514,0.643693608,1.95396
4662,324000,2110,8,47.4464,-122.129,1.263198289,2.987799098,6.880424159,23.95824782,1.094537029,1.928680301,3.176312641,0.233646829,0.55723
4663,390000,2490,9,47.3305,-122.171,4.925678586,8.507204232,12.72244192,33.75940597,2.140913361,2.543367514,3.519259074,1.594462049,3.10535
4664,414000,800,6,47.4914,-122.204,9.288419966,4.314504066,1.345415199,16.58564542,1.461982385,0.296702663,2.808537588,2.228768459,1.84821
4666,375000,1770,7,47.5263,-122.356,6.263837,0.610091013,12.11547395,10.09734311,-0.494147131,2.494483474,2.312272331,1.834792937,1.01199
4667,668500,2710,9,47.6027,-122.023,10.63796567,0.604643143,7.087617899,22.87457089,-0.503116841,1.958349304,3.130025852,2.36442927,1.56691
4668,540000,1940,7,47.7213,-122.31,4.922039235,0.144553604,14.40885958,10.77133108,-1.934104876,2.667843266,2.376888075,1.593722923,3.1039
4671,758000,2410,7,47.6503,-122.197,2.262818386,1.101749264,3.409792311,10.54012272,0.096899157,1.226651384,2.355189186,0.81661111,4.19828
4673,570000,1030,7,47.574,-122.385,8.068571265,0.581830425,15.49060315,5.6721524,-0.541576239,2.740233592,1.735568658,2.087976424,3.71136
4674,736000,2290,9,47.5599,-122.105,3.888418322,1.125602225,3.448190406,17.78400403,0.118318204,1.237849573,2.878299403,1.358002474,1.1336
4675,670000,1490,7,47.6113,-122.292,3.1693198,0.20826439,7.706539926,2.699655895,-1.568946901,2.042069309,0.993124319,1.153516991,4.82355
4677,650000,1930,8,47.6117,-122.297,3.293562327,0.293783549,8.073259704,2.322522692,-1.22491201,2.088557329,0.842653962,1.191969753,4.79491
4678,690000,1600,7,47.6408,-122.3,4.392545331,0.088956064,8.56124018,3.530398073,-2.419612692,2.147245061,1.261410633,1.479908861,6.43347
4679,610000,2240,7,47.687,-122.047,1.436623425,1.315485725,5.519887839,22.4879558,0.27420597,1.708357541,3.112979868,0.362295516,0.6651
4680,413500,770,5,47.6959,-122.364,5.442024602,0.72113326,15.52607716,8.178108285,-0.326931332,2.742521008,2.101460863,1.694151161,6.01221
4681,765000,2300,8,47.5825,-122.076,1.099246789,1.461317489,4.808424612,19.20797541,0.379338419,1.570369507,2.955325579,0.094625208,2.83547
4682,828200,3400,9,47.5661,-122.123,1.937320112,0.714664664,2.003823494,16.27927292,-0.335941848,0.695057103,2.789892699,0.661305633,1.91285
4683,205000,900,6,47.4851,-122.205,1.314821784,4.452080336,0.680275274,17.13076962,1.493371478,-0.385257748,2.84087624,0.273701131,1.90203
4684,465000,1450,8,47.7082,-122.338,0.762384543,0.631157365,14.79948373,9.697216453,-0.460200058,2.694592297,2.271838881,-0.2713042,4.58507
4685,556000,2240,8,47.772,-122.35,1.621731868,0.779724374,20.01539119,5.73980467,-0.248814788,2.996501537,1.74742518,0.483494633,5.76834
4686,540000,1780,8,47.5695,-122.006,0.39564274,1.098159049,4.155742007,24.64170155,0.093635186,1.424490994,3.204440193,-0.927243648,1.03751
4687,423000,2320,8,47.48,-122.137,1.359422195,1.277565633,5.48601694,20.73981555,0.244956418,1.70220248,3.032055309,0.307059753,0.51995
4688,375000,1590,8,47.5902,-122.147,3.350871089,0.525423919,1.249805951,13.81836088,-0.643549878,0.2229883,2.625998206,1.209220338,3.91672
4689,173250,990,7,47.4776,-122.279,0.810284801,2.870898223,5.192394237,15.71376203,1.054624951,1.647194908,2.754536891,-0.210369487,1.96253
4690,599900,2605,8,47.7725,-121.899,0.713024402,12.05084095,19.46906926,31.51731602,2.489134446,2.968827014,3.45053711,-0.338239634,5.31547
4691,646000,2870,7,47.675,-122.39,4.101987258,0.555975401,16.18234561,6.240823572,-0.587031228,2.783920871,1.831112156,1.411471553,7.72578
4694,354000,850,7,47.5311,-122.38,0.744022912,0.76068406,13.97656763,10.13033676,-0.273537172,2.637382187,2.315534562,-0.295683449,1.53628
4696,670000,2250,7,47.6136,-122.297,1.793589087,0.459146925,8.051698512,2.297974775,-0.778385021,2.085883064,0.832028203,0.584218689,4.92322
4698,267500,1747,6,47.3282,-122.285,1.794335397,15.53715433,13.36014143,32.0575754,2.743234209,2.592275754,3.467533517,0.584634701,0.83422
4699,299800,2410,8,47.3229,-122.182,3.33627053,9.686218984,13.3315711,34.28020017,2.270704152,2.590134989,3.534567933,1.204853575,3.21326
4700,430000,2070,7,47.6045,-122.123,1.677401769,0.725138452,3.007806393,15.38123985,-0.321392674,1.10121104,2.733148575,0.51724603,4.08152
4701,775000,1860,7,47.6559,-122.339,1.889092927,0.462010896,11.85602125,4.076066061,-0.772166804,2.472835861,1.405132322,0.636096781,6.64306
4702,333000,950,7,47.5362,-122.379,1.530358584,0.796862595,14.14857675,9.579706158,-0.227073017,2.649614036,2.259646919,0.425502076,1.82814
4703,336000,1060,6,47.7333,-122.302,0.479813469,0.759872034,14.85211204,9.482598994,-0.274605236,2.69814208,2.249458434,-0.734357856,2.71296
4704,323000,880,7,47.6475,-122.397,3.336942074,0.863716759,15.80920491,3.88203623,-0.146510389,2.760592359,1.356359817,1.205054841,0
4705,575000,2550,9,47.4913,-122.081,1.13785317,2.515445155,6.229384171,23.06098301,0.922449788,1.829277479,3.138142142,0.129143303,1.66502
4706,328000,1550,8,47.54,-122.368,2.059069896,0.15013011,13.61391704,8.879950776,-1.89625296,2.611092581,2.183796014,0.722254374,1.94687
4707,572500,1590,7,47.6807,-122.399,2.142641203,1.234211457,17.04852454,7.081478864,0.21043227,2.836063663,1.957482765,0.762039275,7.92358
